NO,TANGGAL,KODE,NAMA BARANG,KATEGORI,HARGA MODAL,HARGA JUAL,LABA,DEPOSIT PULSA,SALDO KEUANGAN,LARIS
343,16/12/2023,B14,SMARTFREN,KUOTA,59000,62000,3000,,6242000,0
344,16/12/2023,A02,TELKOMSEL ,PULSA,10000,12000,2000,,6254000,1
345,16/12/2023,A02,TELKOMSEL ,PULSA,10000,12000,2000,,6266000,1
346,16/12/2023,A02,TELKOMSEL ,PULSA,10000,12000,2000,,6278000,1
347,16/12/2023,A01,TELKOMSEL ,PULSA,5000,7000,2000,,6285000,0
348,16/12/2023,A07,INDOSAT ,PULSA,10000,12000,2000,,6297000,1
349,16/12/2023,A07,INDOSAT ,PULSA,10000,12000,2000,,6309000,1
350,16/12/2023,A06,INDOSAT ,PULSA,5000,7000,2000,,6316000,0
351,16/12/2023,B04,INDOSAT,KUOTA,26000,29000,3000,,6345000,0
352,16/12/2023,A02,TELKOMSEL ,PULSA,10000,12000,2000,,6357000,1
353,16/12/2023,A03,TELKOMSEL ,PULSA,20000,22000,2000,,6379000,0
354,16/12/2023,A02,TELKOMSEL ,PULSA,10000,12000,2000,,6391000,1
TOTAL SALDO,,,,,5644000,6391000,747000,,6391000,0
